"id" "wellbeing" "age" "origin" "sex" "year"
"821" 84 7 40 1 1 2005
"822" 85 5 38 1 1 1991
"823" 85 4 39 1 1 1992
"824" 85 6 40 1 1 1993
"825" 85 7 41 1 1 1994
"826" 85 7 42 1 1 1995
"827" 85 5 43 1 1 1996
"828" 85 6 44 1 1 1997
"829" 85 6 45 1 1 1998
"830" 85 5 46 1 1 1999
"831" 85 6 47 1 1 2000
"832" 85 6 48 1 1 2001
"833" 85 7 49 1 1 2002
"834" 85 6 50 1 1 2003
"835" 85 6 51 1 1 2004
"836" 86 6 39 0 1 1995
"837" 86 7 40 0 1 1996
"838" 86 6 41 0 1 1997
"839" 86 5 42 0 1 1998
"840" 86 6 43 0 1 1999
"841" 86 5 44 0 1 2000
"842" 87 5 41 1 0 1995
"843" 87 5 42 1 0 1996
"844" 87 7 43 1 0 1997
"845" 87 7 44 1 0 1998
"846" 87 8 45 1 0 1999
"847" 87 5 46 1 0 2000
"848" 87 5 47 1 0 2001
"849" 87 6 48 1 0 2002
"850" 87 6 49 1 0 2003
"851" 87 5 50 1 0 2004
"852" 87 6 51 1 0 2005
"853" 88 5 52 1 0 1986
"854" 88 3 53 1 0 1987
"855" 88 5 54 1 0 1988
"856" 88 5 55 1 0 1989
"857" 88 4 56 1 0 1990
"858" 88 5 57 1 0 1991
"859" 88 7 58 1 0 1992
"860" 88 5 59 1 0 1993
"861" 88 5 60 1 0 1994
"862" 88 5 61 1 0 1995
"863" 88 5 62 1 0 1996
"864" 89 4 56 0 1 1996
"865" 89 3 57 0 1 1997
"866" 89 5 58 0 1 1998
"867" 89 4 59 0 1 1999
"868" 89 6 60 0 1 2000
"869" 89 6 61 0 1 2001
"870" 89 6 62 0 1 2002
"871" 89 5 63 0 1 2003
"872" 89 6 64 0 1 2004
"873" 90 6 40 1 0 1998
"874" 90 7 41 1 0 1999
"875" 90 6 42 1 0 2000
"876" 90 4 43 1 0 2001
"877" 90 5 44 1 0 2002
"878" 90 5 45 1 0 2003
"879" 91 6 42 1 1 1991
"880" 91 6 43 1 1 1992
"881" 91 6 44 1 1 1993
"882" 91 5 45 1 1 1994
"883" 91 7 46 1 1 1995
"884" 91 7 47 1 1 1996
"885" 91 7 48 1 1 1997
"886" 91 6 49 1 1 1998
"887" 91 5 50 1 1 1999
"888" 91 5 51 1 1 2000
"889" 91 3 52 1 1 2001
"890" 91 6 53 1 1 2002
"891" 91 6 54 1 1 2003
"892" 91 5 55 1 1 2004
"893" 91 6 56 1 1 2005
"894" 92 5 56 1 0 1986
"895" 92 4 57 1 0 1987
"896" 92 6 58 1 0 1988
"897" 92 3 59 1 0 1989
"898" 92 5 60 1 0 1990
"899" 92 7 61 1 0 1991
"900" 92 5 62 1 0 1992
"901" 92 5 63 1 0 1993
"902" 93 6 43 0 0 1989
"903" 93 6 44 0 0 1990
"904" 93 9 45 0 0 1991
"905" 93 8 46 0 0 1992
"906" 93 6 47 0 0 1993
"907" 93 5 48 0 0 1994
"908" 93 7 49 0 0 1995
"909" 93 5 50 0 0 1996
"910" 93 6 51 0 0 1997
"911" 93 4 52 0 0 1998
"912" 93 5 53 0 0 1999
"913" 93 5 54 0 0 2000
"914" 93 4 55 0 0 2001
"915" 94 6 69 1 0 1988
"916" 94 7 70 1 0 1989
"917" 94 6 71 1 0 1990
"918" 94 4 72 1 0 1991
"919" 94 5 73 1 0 1992
"920" 94 6 74 1 0 1993
"921" 94 5 75 1 0 1994
"922" 94 6 76 1 0 1995
"923" 94 5 77 1 0 1996
"924" 94 5 78 1 0 1997
"925" 94 7 79 1 0 1998
"926" 94 5 80 1 0 1999
"927" 94 6 81 1 0 2000
"928" 94 7 82 1 0 2001
"929" 94 6 83 1 0 2002
"930" 95 7 50 1 1 1988
"931" 95 7 51 1 1 1989
"932" 95 6 52 1 1 1990
"933" 95 4 53 1 1 1991
"934" 95 5 54 1 1 1992
"935" 95 5 55 1 1 1993
"936" 95 7 56 1 1 1994
"937" 95 7 57 1 1 1995
"938" 95 6 58 1 1 1996
"939" 96 7 66 1 1 1989
"940" 96 5 67 1 1 1990
"941" 96 5 68 1 1 1991
"942" 96 4 69 1 1 1992
"943" 96 5 70 1 1 1993
"944" 96 5 71 1 1 1994
"945" 96 4 72 1 1 1995
"946" 96 6 73 1 1 1996
"947" 96 6 74 1 1 1997
"948" 96 6 75 1 1 1998
"949" 96 7 76 1 1 1999
"950" 96 6 77 1 1 2000
"951" 96 5 78 1 1 2001
"952" 96 5 79 1 1 2002
"953" 97 6 80 0 1 1986
"954" 97 5 81 0 1 1987
"955" 97 5 82 0 1 1988
"956" 97 5 83 0 1 1989
"957" 97 5 84 0 1 1990
"958" 97 7 85 0 1 1991
"959" 97 5 86 0 1 1992
"960" 97 6 87 0 1 1993
"961" 97 6 88 0 1 1994
"962" 97 6 89 0 1 1995
"963" 97 3 90 0 1 1996
"964" 97 4 91 0 1 1997
"965" 97 4 92 0 1 1998
"966" 98 4 61 1 0 1993
"967" 98 6 62 1 0 1994
"968" 98 5 63 1 0 1995
"969" 98 6 64 1 0 1996
"970" 98 7 65 1 0 1997
"971" 98 7 66 1 0 1998
"972" 98 5 67 1 0 1999
"973" 98 5 68 1 0 2000
"974" 98 6 69 1 0 2001
"975" 99 6 38 1 1 1990
"976" 99 6 39 1 1 1991
"977" 99 7 40 1 1 1992
"978" 99 7 41 1 1 1993
"979" 99 6 42 1 1 1994
"980" 99 5 43 1 1 1995
"981" 99 6 44 1 1 1996
"982" 99 4 45 1 1 1997
"983" 99 5 46 1 1 1998
"984" 99 7 47 1 1 1999
"985" 99 6 48 1 1 2000
"986" 99 6 49 1 1 2001
"987" 99 5 50 1 1 2002
"988" 100 5 25 0 0 1995
"989" 100 5 26 0 0 1996
"990" 100 6 27 0 0 1997
"991" 100 6 28 0 0 1998
"992" 100 5 29 0 0 1999
"993" 100 5 30 0 0 2000
"994" 100 6 31 0 0 2001
"995" 100 6 32 0 0 2002
"996" 100 6 33 0 0 2003
"997" 100 6 34 0 0 2004
"998" 100 6 35 0 0 2005
"999" 101 6 35 1 1 1994
"1000" 101 3 36 1 1 1995
"1001" 101 5 37 1 1 1996
"1002" 101 6 38 1 1 1997
"1003" 101 7 39 1 1 1998
"1004" 101 5 40 1 1 1999
"1005" 101 6 41 1 1 2000
"1006" 102 5 60 0 0 1993
"1007" 102 5 61 0 0 1994
"1008" 102 6 62 0 0 1995
"1009" 102 5 63 0 0 1996
"1010" 102 5 64 0 0 1997
"1011" 102 5 65 0 0 1998
"1012" 102 3 66 0 0 1999
"1013" 103 4 45 1 1 1990
"1014" 103 3 46 1 1 1991
"1015" 103 4 47 1 1 1992
"1016" 103 5 48 1 1 1993
"1017" 103 5 49 1 1 1994
"1018" 103 6 50 1 1 1995
"1019" 103 4 51 1 1 1996
"1020" 103 5 52 1 1 1997
"1021" 103 6 53 1 1 1998
"1022" 103 5 54 1 1 1999
"1023" 103 5 55 1 1 2000
"1024" 104 7 47 1 1 1988
"1025" 104 6 48 1 1 1989
"1026" 104 6 49 1 1 1990
"1027" 104 6 50 1 1 1991
"1028" 104 7 51 1 1 1992
"1029" 104 7 52 1 1 1993
"1030" 104 8 53 1 1 1994
"1031" 104 7 54 1 1 1995
"1032" 104 7 55 1 1 1996
"1033" 104 5 56 1 1 1997
"1034" 104 6 57 1 1 1998
"1035" 105 6 63 0 0 1995
"1036" 105 7 64 0 0 1996
"1037" 105 5 65 0 0 1997
"1038" 105 4 66 0 0 1998
"1039" 105 5 67 0 0 1999
"1040" 105 6 68 0 0 2000
"1041" 105 5 69 0 0 2001
"1042" 105 4 70 0 0 2002
"1043" 105 4 71 0 0 2003
"1044" 105 3 72 0 0 2004
"1045" 105 4 73 0 0 2005
"1046" 106 5 70 0 0 1997
"1047" 106 6 71 0 0 1998
"1048" 106 5 72 0 0 1999
"1049" 106 6 73 0 0 2000
"1050" 106 6 74 0 0 2001
"1051" 106 5 75 0 0 2002
"1052" 106 4 76 0 0 2003
"1053" 106 5 77 0 0 2004
"1054" 106 4 78 0 0 2005
"1055" 106 5 79 0 0 2006
"1056" 107 7 45 1 1 1994
"1057" 107 8 46 1 1 1995
"1058" 107 7 47 1 1 1996
"1059" 107 6 48 1 1 1997
"1060" 107 7 49 1 1 1998
"1061" 107 8 50 1 1 1999
"1062" 107 6 51 1 1 2000
"1063" 107 6 52 1 1 2001
"1064" 107 6 53 1 1 2002
"1065" 107 6 54 1 1 2003
"1066" 108 5 40 1 0 1986
"1067" 108 5 41 1 0 1987
"1068" 108 5 42 1 0 1988
"1069" 108 5 43 1 0 1989
"1070" 108 4 44 1 0 1990
"1071" 108 5 45 1 0 1991
"1072" 108 5 46 1 0 1992
"1073" 108 6 47 1 0 1993
"1074" 108 5 48 1 0 1994
"1075" 108 6 49 1 0 1995
"1076" 108 6 50 1 0 1996
"1077" 108 6 51 1 0 1997
"1078" 109 6 40 1 0 1993
"1079" 109 6 41 1 0 1994
"1080" 109 6 42 1 0 1995
"1081" 109 7 43 1 0 1996
"1082" 109 7 44 1 0 1997
"1083" 109 5 45 1 0 1998
"1084" 109 6 46 1 0 1999
"1085" 110 8 20 1 1 1986
"1086" 110 7 21 1 1 1987
"1087" 110 8 22 1 1 1988
"1088" 110 7 23 1 1 1989
"1089" 110 8 24 1 1 1990
"1090" 110 8 25 1 1 1991
"1091" 110 6 26 1 1 1992
"1092" 110 5 27 1 1 1993
"1093" 110 4 28 1 1 1994
"1094" 110 7 29 1 1 1995
"1095" 110 5 30 1 1 1996
"1096" 110 7 31 1 1 1997
"1097" 110 6 32 1 1 1998
"1098" 111 6 47 1 0 1993
"1099" 111 6 48 1 0 1994
"1100" 111 5 49 1 0 1995
"1101" 111 6 50 1 0 1996
"1102" 111 7 51 1 0 1997
"1103" 111 6 52 1 0 1998
"1104" 111 6 53 1 0 1999
"1105" 111 7 54 1 0 2000
"1106" 111 7 55 1 0 2001
"1107" 111 8 56 1 0 2002
"1108" 111 7 57 1 0 2003
"1109" 111 8 58 1 0 2004
"1110" 111 6 59 1 0 2005
"1111" 112 6 75 0 1 1997
"1112" 112 6 76 0 1 1998
"1113" 112 6 77 0 1 1999
"1114" 112 7 78 0 1 2000
"1115" 112 4 79 0 1 2001
"1116" 113 6 35 0 0 1999
"1117" 113 6 36 0 0 2000
"1118" 113 6 37 0 0 2001
"1119" 113 5 38 0 0 2002
"1120" 113 5 39 0 0 2003
"1121" 113 6 40 0 0 2004
"1122" 113 6 41 0 0 2005
"1123" 114 5 32 1 1 1992
"1124" 114 6 33 1 1 1993
"1125" 114 8 34 1 1 1994
"1126" 114 7 35 1 1 1995
"1127" 114 7 36 1 1 1996
"1128" 114 8 37 1 1 1997
"1129" 114 6 38 1 1 1998
"1130" 114 7 39 1 1 1999
"1131" 114 7 40 1 1 2000
"1132" 114 7 41 1 1 2001
"1133" 114 7 42 1 1 2002
"1134" 114 7 43 1 1 2003
"1135" 115 7 42 1 0 1993
"1136" 115 6 43 1 0 1994
"1137" 115 7 44 1 0 1995
"1138" 115 7 45 1 0 1996
"1139" 115 7 46 1 0 1997
"1140" 116 6 25 1 1 1998
"1141" 116 7 26 1 1 1999
"1142" 116 8 27 1 1 2000
"1143" 116 6 28 1 1 2001
"1144" 116 7 29 1 1 2002
"1145" 116 6 30 1 1 2003
"1146" 117 4 27 0 0 1991
"1147" 117 6 28 0 0 1992
"1148" 117 7 29 0 0 1993
"1149" 117 5 30 0 0 1994
"1150" 117 4 31 0 0 1995
"1151" 117 5 32 0 0 1996
"1152" 117 6 33 0 0 1997
"1153" 117 6 34 0 0 1998
"1154" 118 5 46 1 0 1996
"1155" 118 6 47 1 0 1997
"1156" 118 7 48 1 0 1998
"1157" 118 6 49 1 0 1999
"1158" 118 6 50 1 0 2000
"1159" 118 6 51 1 0 2001
"1160" 118 5 52 1 0 2002
"1161" 118 5 53 1 0 2003
"1162" 118 5 54 1 0 2004
"1163" 118 6 55 1 0 2005
"1164" 119 6 29 1 1 1992
"1165" 119 6 30 1 1 1993
"1166" 119 6 31 1 1 1994
"1167" 119 6 32 1 1 1995
"1168" 119 4 33 1 1 1996
"1169" 120 6 66 1 0 1991
"1170" 120 6 67 1 0 1992
"1171" 120 4 68 1 0 1993
"1172" 120 5 69 1 0 1994
"1173" 120 5 70 1 0 1995
"1174" 121 6 55 1 1 1990
"1175" 121 7 56 1 1 1991
"1176" 121 7 57 1 1 1992
"1177" 121 5 58 1 1 1993
"1178" 121 4 59 1 1 1994
"1179" 121 4 60 1 1 1995
"1180" 121 5 61 1 1 1996
"1181" 121 5 62 1 1 1997
"1182" 121 6 63 1 1 1998
"1183" 121 6 64 1 1 1999
"1184" 121 6 65 1 1 2000
"1185" 121 6 66 1 1 2001
"1186" 122 4 47 0 1 2000
"1187" 122 5 48 0 1 2001
"1188" 122 6 49 0 1 2002
"1189" 122 7 50 0 1 2003
"1190" 122 6 51 0 1 2004
"1191" 123 8 52 0 1 1992
"1192" 123 8 53 0 1 1993
"1193" 123 6 54 0 1 1994
"1194" 123 5 55 0 1 1995
"1195" 123 6 56 0 1 1996
"1196" 123 6 57 0 1 1997
"1197" 123 5 58 0 1 1998
"1198" 123 5 59 0 1 1999
"1199" 123 6 60 0 1 2000
"1200" 123 5 61 0 1 2001
"1201" 123 6 62 0 1 2002
"1202" 123 7 63 0 1 2003
"1203" 124 8 33 1 1 1997
"1204" 124 7 34 1 1 1998
"1205" 124 8 35 1 1 1999
"1206" 124 7 36 1 1 2000
"1207" 124 8 37 1 1 2001
"1208" 124 7 38 1 1 2002
"1209" 124 7 39 1 1 2003
"1210" 125 6 64 1 1 1996
"1211" 125 7 65 1 1 1997
"1212" 125 6 66 1 1 1998
"1213" 125 7 67 1 1 1999
"1214" 125 5 68 1 1 2000
"1215" 126 5 44 1 0 1992
"1216" 126 4 45 1 0 1993
"1217" 126 5 46 1 0 1994
"1218" 126 5 47 1 0 1995
"1219" 126 5 48 1 0 1996
"1220" 127 6 38 1 0 1987
"1221" 127 6 39 1 0 1988
"1222" 127 6 40 1 0 1989
"1223" 127 5 41 1 0 1990
"1224" 127 6 42 1 0 1991
"1225" 127 6 43 1 0 1992
"1226" 127 8 44 1 0 1993
"1227" 127 5 45 1 0 1994
"1228" 128 4 55 0 1 1989
"1229" 128 4 56 0 1 1990
"1230" 128 4 57 0 1 1991
"1231" 128 4 58 0 1 1992
"1232" 128 6 59 0 1 1993
"1233" 128 6 60 0 1 1994
"1234" 128 6 61 0 1 1995
"1235" 128 6 62 0 1 1996
"1236" 128 5 63 0 1 1997
"1237" 128 5 64 0 1 1998
"1238" 128 5 65 0 1 1999
"1239" 128 6 66 0 1 2000
"1240" 128 7 67 0 1 2001
"1241" 128 6 68 0 1 2002
"1242" 129 6 41 1 1 1996
"1243" 129 6 42 1 1 1997
"1244" 129 5 43 1 1 1998
"1245" 129 5 44 1 1 1999
"1246" 129 4 45 1 1 2000
"1247" 129 7 46 1 1 2001
"1248" 129 5 47 1 1 2002
"1249" 129 6 48 1 1 2003
"1250" 129 7 49 1 1 2004
"1251" 129 6 50 1 1 2005
"1252" 129 7 51 1 1 2006
"1253" 130 6 63 1 0 1989
"1254" 130 6 64 1 0 1990
"1255" 130 7 65 1 0 1991
"1256" 130 6 66 1 0 1992
"1257" 130 8 67 1 0 1993
"1258" 130 7 68 1 0 1994
"1259" 130 7 69 1 0 1995
"1260" 130 6 70 1 0 1996
"1261" 130 6 71 1 0 1997
"1262" 131 5 52 1 1 1993
"1263" 131 6 53 1 1 1994
"1264" 131 6 54 1 1 1995
"1265" 131 4 55 1 1 1996
"1266" 131 6 56 1 1 1997
"1267" 131 5 57 1 1 1998
"1268" 131 5 58 1 1 1999
"1269" 131 6 59 1 1 2000
"1270" 131 6 60 1 1 2001
"1271" 131 7 61 1 1 2002
"1272" 132 6 31 1 1 1997
"1273" 132 6 32 1 1 1998
"1274" 132 6 33 1 1 1999
"1275" 132 7 34 1 1 2000
"1276" 132 6 35 1 1 2001
"1277" 132 5 36 1 1 2002
"1278" 132 4 37 1 1 2003
"1279" 132 5 38 1 1 2004
"1280" 132 4 39 1 1 2005
"1281" 132 6 40 1 1 2006
"1282" 133 6 55 1 0 1997
"1283" 133 4 56 1 0 1998
"1284" 133 5 57 1 0 1999
"1285" 133 6 58 1 0 2000
"1286" 133 6 59 1 0 2001
"1287" 133 6 60 1 0 2002
"1288" 133 6 61 1 0 2003
"1289" 133 7 62 1 0 2004
"1290" 134 8 34 1 1 1993
"1291" 134 6 35 1 1 1994
"1292" 134 7 36 1 1 1995
"1293" 134 7 37 1 1 1996
"1294" 134 6 38 1 1 1997
"1295" 134 7 39 1 1 1998
"1296" 134 7 40 1 1 1999
"1297" 134 5 41 1 1 2000
"1298" 134 6 42 1 1 2001
"1299" 134 6 43 1 1 2002
"1300" 134 6 44 1 1 2003
"1301" 135 4 49 0 1 1991
"1302" 135 5 50 0 1 1992
"1303" 135 4 51 0 1 1993
"1304" 135 6 52 0 1 1994
"1305" 135 6 53 0 1 1995
"1306" 135 4 54 0 1 1996
"1307" 135 5 55 0 1 1997
"1308" 135 7 56 0 1 1998
"1309" 135 7 57 0 1 1999
"1310" 135 5 58 0 1 2000
"1311" 135 5 59 0 1 2001
"1312" 135 6 60 0 1 2002
"1313" 135 7 61 0 1 2003
"1314" 136 5 73 0 0 1988
"1315" 136 5 74 0 0 1989
"1316" 136 7 75 0 0 1990
"1317" 136 6 76 0 0 1991
"1318" 136 6 77 0 0 1992
"1319" 136 5 78 0 0 1993
"1320" 137 7 47 1 1 1995
"1321" 137 8 48 1 1 1996
"1322" 137 7 49 1 1 1997
"1323" 137 5 50 1 1 1998
"1324" 137 4 51 1 1 1999
"1325" 137 5 52 1 1 2000
"1326" 137 5 53 1 1 2001
